1,2,3,4,5,6,Header_to_be_stripped,,,,,,,,,,,,,,,,,,,,
38991,PROV122822911,1216517311,122439311,Carrillo,Sidney,207W00000X,null,null,null,null,Middlefield,OH,44062,null,1222208011,null,null,null,null,null,null,null,null,null,null,null
38995,PROV122822911,1216517311,122466511,Carrillo,Sidney,207W00000X,null,null,null,null,Middlefield,OH,44062,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
38997,PROV122822911,1216517311,122472011,Carrillo,Sidney,207W00000X,null,null,null,null,Middlefield,OH,44062,null,1222355161,null,null,null,null,null,null,null,null,null,null,null
39015,PROV122823011,1216518211,122466511,Avila,Bernadette,207WX0107X,null,null,null,null,North Olmsted,OH,44070,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39021,PROV122823211,1216520011,122472011,Mathis,Emilio,207WX0200X,null,null,null,null,Sharon Center,OH,44274,null,1222355161,null,null,null,null,null,null,null,null,null,null,null
39025,PROV122823261,1216520461,122420011,Mclaughlin,Sonya,207X00000X,null,null,null,null,Cleveland,OH,44109,null,1222121161,null,null,null,null,null,null,null,null,null,null,null
39028,PROV122823261,1216520461,122421911,Mclaughlin,Sonya,207X00000X,null,null,null,null,Cleveland,OH,44109,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39035,PROV122823261,1216520461,122428411,Mclaughlin,Sonya,207X00000X,null,null,null,null,Cleveland,OH,44109,null,1222158961,null,null,null,null,null,null,null,null,null,null,null
39039,PROV122823261,1216520461,122438811,Mclaughlin,Sonya,207X00000X,null,null,null,null,Cleveland,OH,44109,null,1222205761,null,null,null,null,null,null,null,null,null,null,null
39040,PROV122823261,1216520461,122439311,Mclaughlin,Sonya,207X00000X,null,null,null,null,Cleveland,OH,44109,null,1222208011,null,null,null,null,null,null,null,null,null,null,null
39047,PROV122823261,1216520461,122466511,Mclaughlin,Sonya,207X00000X,null,null,null,null,Cleveland,OH,44109,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39061,PROV122823311,1216520911,122421911,Conrad,George,207XP3100X,null,null,null,null,Grand River,OH,44045,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39063,PROV122823311,1216520911,122428411,Conrad,George,207XP3100X,null,null,null,null,Grand River,OH,44045,null,1222158961,null,null,null,null,null,null,null,null,null,null,null
39069,PROV122823361,1216521361,122421911,House,Kurt,207XS0106X,null,null,null,null,Sharon Center,OH,44274,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39072,PROV122823361,1216521361,122428411,House,Kurt,207XS0106X,null,null,null,null,Sharon Center,OH,44274,null,1222158961,null,null,null,null,null,null,null,null,null,null,null
39077,PROV122823361,1216521361,122466511,House,Kurt,207XS0106X,null,null,null,null,Sharon Center,OH,44274,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39086,PROV122823411,1216521811,122428411,York,Emil,207XS0114X,null,null,null,null,Broadview Heights,OH,44147,null,1222158961,null,null,null,null,null,null,null,null,null,null,null
39094,PROV122823461,1216522261,122421911,Tang,Simone,207XS0117X,null,null,null,null,Spencer,OH,44275,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39096,PROV122823461,1216522261,122428411,Tang,Simone,207XS0117X,null,null,null,null,Spencer,OH,44275,null,1222158961,null,null,null,null,null,null,null,null,null,null,null
39100,PROV122823461,1216522261,122466511,Tang,Simone,207XS0117X,null,null,null,null,Spencer,OH,44275,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39106,PROV122823561,1216523161,122421911,Lyons,Jackson,207XX0005X,null,null,null,null,Maple Heights,OH,44137,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39108,PROV122823561,1216523161,122428411,Lyons,Jackson,207XX0005X,null,null,null,null,Maple Heights,OH,44137,null,1222158961,null,null,null,null,null,null,null,null,null,null,null
39112,PROV122823561,1216523161,122439311,Lyons,Jackson,207XX0005X,null,null,null,null,Maple Heights,OH,44137,null,1222208011,null,null,null,null,null,null,null,null,null,null,null
39115,PROV122823561,1216523161,122466511,Lyons,Jackson,207XX0005X,null,null,null,null,Maple Heights,OH,44137,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39123,PROV122823661,1216524061,122421911,Chapman,Jolene,207Y00000X,null,null,null,null,Cleveland,OH,44102,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39134,PROV122823661,1216524061,122466511,Chapman,Jolene,207Y00000X,null,null,null,null,Cleveland,OH,44102,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39150,PROV122823861,1216525861,122466511,Swanson,Nick,207YX0007X,null,null,null,null,Maple Heights,OH,44137,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39156,PROV122824011,1216527211,122438811,Sherman,Adeline,207YX0905X,null,null,null,null,Maple Heights,OH,44137,null,1222205761,null,null,null,null,null,null,null,null,null,null,null
39158,PROV122824011,1216527211,122466511,Sherman,Adeline,207YX0905X,null,null,null,null,Maple Heights,OH,44137,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39161,PROV122824111,1216528111,122466511,Ramos,Beckett,207ZC0006X,null,null,null,null,Berea,OH,44017,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39167,PROV122824261,1216529461,122466511,Leblanc,Eric,207ZD0900X,null,null,null,null,Hinckley,OH,44233,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39168,PROV122824261,1216529461,122468011,Leblanc,Eric,207ZD0900X,null,null,null,null,Hinckley,OH,44233,null,1222337161,null,null,null,null,null,null,null,null,null,null,null
39177,PROV122824361,1216530361,122466511,Miles,Isabella,207ZH0000X,null,null,null,null,Cleveland,OH,44120,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39181,PROV122824511,1216531711,122466511,Mccarthy,Darcy,207ZN0500X,null,null,null,null,Cleveland,OH,44128,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39182,PROV122824561,1216532161,122468011,Calhoun,Nona,207ZP0007X,null,null,null,null,Madison,OH,44057,null,1222337161,null,null,null,null,null,null,null,null,null,null,null
39195,PROV122824611,1216532611,122466511,Garner,Celia,207ZP0101X,null,null,null,null,Cleveland,OH,44135,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39204,PROV122824661,1216533061,122421911,Zamora,Stefan,207ZP0102X,null,null,null,null,Sheffield Lake,OH,44054,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39216,PROV122824661,1216533061,122438811,Zamora,Stefan,207ZP0102X,null,null,null,null,Sheffield Lake,OH,44054,null,1222205761,null,null,null,null,null,null,null,null,null,null,null
39217,PROV122824661,1216533061,122439311,Zamora,Stefan,207ZP0102X,null,null,null,null,Sheffield Lake,OH,44054,null,1222208011,null,null,null,null,null,null,null,null,null,null,null
39222,PROV122824661,1216533061,122466511,Zamora,Stefan,207ZP0102X,null,null,null,null,Sheffield Lake,OH,44054,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39225,PROV122824661,1216533061,122468011,Zamora,Stefan,207ZP0102X,null,null,null,null,Sheffield Lake,OH,44054,null,1222337161,null,null,null,null,null,null,null,null,null,null,null
39236,PROV122824761,1216533961,122466511,Hanson,Kelly,207ZP0105X,null,null,null,null,Perry,OH,44081,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39246,PROV122824861,1216534861,122420011,Fowler,Tommie,208000000X,null,null,null,null,Parkman,OH,44080,null,1222121161,null,null,null,null,null,null,null,null,null,null,null
39248,PROV122824861,1216534861,122421911,Fowler,Tommie,208000000X,null,null,null,null,Parkman,OH,44080,1222129711|122421911|PROV123446511,1222129711,null,null,null,null,null,null,null,null,null,null,null
39254,PROV122824861,1216534861,122428411,Fowler,Tommie,208000000X,null,null,null,null,Parkman,OH,44080,null,1222158961,null,null,null,null,null,null,null,null,null,null,null
39262,PROV122824861,1216534861,122438811,Fowler,Tommie,208000000X,null,null,null,null,Parkman,OH,44080,null,1222205761,null,null,null,null,null,null,null,null,null,null,null
39269,PROV122824861,1216534861,122466511,Fowler,Tommie,208000000X,null,null,null,null,Parkman,OH,44080,1222330411|122466511|PROV123468811,1222330411,null,null,null,null,null,null,null,null,null,null,null
39284,PROV122824911,1216535311,122421911,Poole,Braxton,2080A0000X,null,null,null,null,Sharon Center,OH,44274,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39289,PROV122824911,1216535311,122466511,Poole,Braxton,2080A0000X,null,null,null,null,Sharon Center,OH,44274,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39306,PROV122825361,1216539361,122421911,Kerr,Claudine,2080P0202X,null,null,null,null,Lorain,OH,44053,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39310,PROV122825361,1216539361,122466511,Kerr,Claudine,2080P0202X,null,null,null,null,Lorain,OH,44053,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39316,PROV122825411,1216539811,122466511,Cannon,Trisha,2080P0203X,null,null,null,null,Avon,OH,44011,1222330411|122466511|PROV123468811,1222330411,null,null,null,null,null,null,null,null,null,null,null
39322,PROV122825511,1216540711,122466511,Shepherd,Rosanne,2080P0205X,null,null,null,null,Cleveland,OH,44126,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39325,PROV122825561,1216541161,122421911,Rocha,Socorro,2080P0206X,null,null,null,null,Cleveland,OH,44129,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39328,PROV122825561,1216541161,122466511,Rocha,Socorro,2080P0206X,null,null,null,null,Cleveland,OH,44129,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39333,PROV122825611,1216541611,122466511,Page,Casey,2080P0207X,null,null,null,null,Cleveland,OH,44114,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39336,PROV122825661,1216542061,122421911,Nichols,King,2080P0208X,null,null,null,null,Cleveland,OH,44119,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39342,PROV122825711,1216542511,122438811,Dixon,Irene,2080P0210X,null,null,null,null,Cleveland,OH,44129,null,1222205761,null,null,null,null,null,null,null,null,null,null,null
39361,PROV122826061,1216545661,122421911,Payne,Veronica,208100000X,null,null,null,null,Cleveland,OH,44144,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39364,PROV122826061,1216545661,122428411,Payne,Veronica,208100000X,null,null,null,null,Cleveland,OH,44144,null,1222158961,null,null,null,null,null,null,null,null,null,null,null
39371,PROV122826061,1216545661,122438811,Payne,Veronica,208100000X,null,null,null,null,Cleveland,OH,44144,null,1222205761,null,null,null,null,null,null,null,null,null,null,null
39379,PROV122826061,1216545661,122466511,Payne,Veronica,208100000X,null,null,null,null,Cleveland,OH,44144,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39385,PROV122826111,1216546111,122466511,Hicks,Graciela,2081H0002X,null,null,null,null,Grafton,OH,44044,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39396,PROV122826361,1216548361,122428411,Hayes,Zelma,2081P2900X,null,null,null,null,Chagrin Falls,OH,44022,null,1222158961,null,null,null,null,null,null,null,null,null,null,null
39400,PROV122826361,1216548361,122466511,Hayes,Zelma,2081P2900X,null,null,null,null,Chagrin Falls,OH,44022,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39407,PROV122826461,1216549261,122421911,Boyd,Casey,208200000X,null,null,null,null,Wellington,OH,44090,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39409,PROV122826461,1216549261,122428411,Boyd,Casey,208200000X,null,null,null,null,Wellington,OH,44090,null,1222158961,null,null,null,null,null,null,null,null,null,null,null
39415,PROV122826461,1216549261,122466511,Boyd,Casey,208200000X,null,null,null,null,Wellington,OH,44090,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39419,PROV122826811,1216552411,122466511,Clay,Carmella,2083P0500X,null,null,null,null,Cleveland,OH,44126,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39423,PROV122826861,1216552861,122466511,Shepherd,Wilmer,2083P0901X,null,null,null,null,Wickliffe,OH,44092,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39428,PROV122827011,1216554211,122466511,Vo,Fletcher,2083X0100X,null,null,null,null,Painesville,OH,44077,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39444,PROV122827461,1216558261,122421911,Hammond,Elsa,2084N0400X,null,null,null,null,Cleveland,OH,44112,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39449,PROV122827461,1216558261,122428411,Hammond,Elsa,2084N0400X,null,null,null,null,Cleveland,OH,44112,null,1222158961,null,null,null,null,null,null,null,null,null,null,null
39454,PROV122827461,1216558261,122439311,Hammond,Elsa,2084N0400X,null,null,null,null,Cleveland,OH,44112,null,1222208011,null,null,null,null,null,null,null,null,null,null,null
39461,PROV122827461,1216558261,122466511,Hammond,Elsa,2084N0400X,null,null,null,null,Cleveland,OH,44112,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39482,PROV122827511,1216558711,122466511,Maxwell,Latasha,2084N0402X,null,null,null,null,Cleveland,OH,44134,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39492,PROV122827761,1216560961,122421911,Hardin,Loraine,2084P0800X,null,null,null,null,Cleveland,OH,44121,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39501,PROV122827761,1216560961,122438811,Hardin,Loraine,2084P0800X,null,null,null,null,Cleveland,OH,44121,null,1222205761,null,null,null,null,null,null,null,null,null,null,null
39502,PROV122827761,1216560961,122439311,Hardin,Loraine,2084P0800X,null,null,null,null,Cleveland,OH,44121,null,1222208011,null,null,null,null,null,null,null,null,null,null,null
39514,PROV122827761,1216560961,122466511,Hardin,Loraine,2084P0800X,null,null,null,null,Cleveland,OH,44121,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39518,PROV122827761,1216560961,122470211,Hardin,Loraine,2084P0800X,null,null,null,null,Cleveland,OH,44121,null,1222347061,null,null,null,null,null,null,null,null,null,null,null
39528,PROV122827811,1216561411,122421911,Berry,Weldon,2084P0802X,null,null,null,null,Lorain,OH,44055,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39529,PROV122827811,1216561411,122466511,Berry,Weldon,2084P0802X,null,null,null,null,Lorain,OH,44055,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39533,PROV122827861,1216561861,122421911,Romero,Annette,2084P0804X,null,null,null,null,Independence,OH,44131,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39539,PROV122827861,1216561861,122466511,Romero,Annette,2084P0804X,null,null,null,null,Independence,OH,44131,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39552,PROV122827911,1216562311,122466511,Leach,Jaxson,2084P0805X,null,null,null,null,Cleveland,OH,44108,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39557,PROV122828061,1216563661,122421911,Mckinney,Lydia,2084S0012X,null,null,null,null,Huntsburg,OH,44046,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39564,PROV122828061,1216563661,122466511,Mckinney,Lydia,2084S0012X,null,null,null,null,Huntsburg,OH,44046,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39568,PROV122828111,1216564111,122466511,Mullen,Lucia,2084V0102X,null,null,null,null,Cleveland,OH,44110,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39571,PROV122828211,1216565011,122438811,Castro,Owen,2085D0003X,null,null,null,null,Lorain,OH,44053,null,1222205761,null,null,null,null,null,null,null,null,null,null,null
39573,PROV122828211,1216565011,122466511,Castro,Owen,2085D0003X,null,null,null,null,Lorain,OH,44053,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39581,PROV122828461,1216567261,122466511,Hayes,Ernestine,2085R0001X,null,null,null,null,Independence,OH,44131,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39587,PROV122828511,1216567711,122420011,Farrell,Simone,2085R0202X,null,null,null,null,Medina,OH,44256,null,1222121161,null,null,null,null,null,null,null,null,null,null,null
39591,PROV122828511,1216567711,122421911,Farrell,Simone,2085R0202X,null,null,null,null,Medina,OH,44256,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39598,PROV122828511,1216567711,122428411,Farrell,Simone,2085R0202X,null,null,null,null,Medina,OH,44256,null,1222158961,null,null,null,null,null,null,null,null,null,null,null
39604,PROV122828511,1216567711,122438811,Farrell,Simone,2085R0202X,null,null,null,null,Medina,OH,44256,null,1222205761,null,null,null,null,null,null,null,null,null,null,null
39606,PROV122828511,1216567711,122439311,Farrell,Simone,2085R0202X,null,null,null,null,Medina,OH,44256,null,1222208011,null,null,null,null,null,null,null,null,null,null,null
39615,PROV122828511,1216567711,122466511,Farrell,Simone,2085R0202X,null,null,null,null,Medina,OH,44256,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39618,PROV122828511,1216567711,122468011,Farrell,Simone,2085R0202X,null,null,null,null,Medina,OH,44256,null,1222337161,null,null,null,null,null,null,null,null,null,null,null
39633,PROV122828561,1216568161,122438811,Vang,Cory,2085R0203X,null,null,null,null,Kipton,OH,44049,null,1222205761,null,null,null,null,null,null,null,null,null,null,null
39640,PROV122828611,1216568611,122421911,Robbins,Iva,2085R0204X,null,null,null,null,Montville,OH,44064,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39643,PROV122828611,1216568611,122438811,Robbins,Iva,2085R0204X,null,null,null,null,Montville,OH,44064,null,1222205761,null,null,null,null,null,null,null,null,null,null,null
39646,PROV122828611,1216568611,122439311,Robbins,Iva,2085R0204X,null,null,null,null,Montville,OH,44064,null,1222208011,null,null,null,null,null,null,null,null,null,null,null
39650,PROV122828611,1216568611,122466511,Robbins,Iva,2085R0204X,null,null,null,null,Montville,OH,44064,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39658,PROV122828711,1216569511,122438811,Sutton,Meagan,2085U0001X,null,null,null,null,Brookpark,OH,44142,null,1222205761,null,null,null,null,null,null,null,null,null,null,null
39663,PROV122828761,1216569961,122420011,Sosa,Homer,208600000X,null,null,null,null,Euclid,OH,44132,null,1222121161,null,null,null,null,null,null,null,null,null,null,null
39665,PROV122828761,1216569961,122421911,Sosa,Homer,208600000X,null,null,null,null,Euclid,OH,44132,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39671,PROV122828761,1216569961,122428411,Sosa,Homer,208600000X,null,null,null,null,Euclid,OH,44132,null,1222158961,null,null,null,null,null,null,null,null,null,null,null
39674,PROV122828761,1216569961,122439311,Sosa,Homer,208600000X,null,null,null,null,Euclid,OH,44132,null,1222208011,null,null,null,null,null,null,null,null,null,null,null
39681,PROV122828761,1216569961,122466511,Sosa,Homer,208600000X,null,null,null,null,Euclid,OH,44132,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39693,PROV122828861,1216570861,122421911,Bennett,Bobbi,2086S0102X,null,null,null,null,Cleveland,OH,44120,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39695,PROV122828861,1216570861,122439311,Bennett,Bobbi,2086S0102X,null,null,null,null,Cleveland,OH,44120,null,1222208011,null,null,null,null,null,null,null,null,null,null,null
39699,PROV122828861,1216570861,122466511,Bennett,Bobbi,2086S0102X,null,null,null,null,Cleveland,OH,44120,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39704,PROV122828961,1216571761,122439311,Herrera,Sherman,2086S0120X,null,null,null,null,Elyria,OH,44035,null,1222208011,null,null,null,null,null,null,null,null,null,null,null
39709,PROV122829011,1216572211,122421911,Rice,Junior,2086S0122X,null,null,null,null,Cleveland,OH,44106,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39713,PROV122829011,1216572211,122438811,Rice,Junior,2086S0122X,null,null,null,null,Cleveland,OH,44106,null,1222205761,null,null,null,null,null,null,null,null,null,null,null
39715,PROV122829011,1216572211,122466511,Rice,Junior,2086S0122X,null,null,null,null,Cleveland,OH,44106,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39719,PROV122829061,1216572661,122421911,Davis,Marsha,2086S0127X,null,null,null,null,Euclid,OH,44123,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39720,PROV122829061,1216572661,122439311,Davis,Marsha,2086S0127X,null,null,null,null,Euclid,OH,44123,null,1222208011,null,null,null,null,null,null,null,null,null,null,null
39723,PROV122829061,1216572661,122466511,Davis,Marsha,2086S0127X,null,null,null,null,Euclid,OH,44123,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39727,PROV122829111,1216573111,122421911,Richmond,Whitney,2086S0129X,null,null,null,null,Grand River,OH,44045,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39731,PROV122829111,1216573111,122439311,Richmond,Whitney,2086S0129X,null,null,null,null,Grand River,OH,44045,null,1222208011,null,null,null,null,null,null,null,null,null,null,null
39735,PROV122829111,1216573111,122466511,Richmond,Whitney,2086S0129X,null,null,null,null,Grand River,OH,44045,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39747,PROV122829161,1216573561,122439311,Ramirez,Mateo,2086X0206X,null,null,null,null,Strongsville,OH,44149,null,1222208011,null,null,null,null,null,null,null,null,null,null,null
39751,PROV122829161,1216573561,122466511,Ramirez,Mateo,2086X0206X,null,null,null,null,Strongsville,OH,44149,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39756,PROV122829211,1216574011,122420011,Heath,Matias,208800000X,null,null,null,null,Grand River,OH,44045,null,1222121161,null,null,null,null,null,null,null,null,null,null,null
39758,PROV122829211,1216574011,122421911,Heath,Matias,208800000X,null,null,null,null,Grand River,OH,44045,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39764,PROV122829211,1216574011,122439311,Heath,Matias,208800000X,null,null,null,null,Grand River,OH,44045,null,1222208011,null,null,null,null,null,null,null,null,null,null,null
39769,PROV122829211,1216574011,122466511,Heath,Matias,208800000X,null,null,null,null,Grand River,OH,44045,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39782,PROV122829361,1216575361,122421911,Enriquez,Sue,208C00000X,null,null,null,null,Medina,OH,44256,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39785,PROV122829361,1216575361,122439311,Enriquez,Sue,208C00000X,null,null,null,null,Medina,OH,44256,null,1222208011,null,null,null,null,null,null,null,null,null,null,null
39789,PROV122829361,1216575361,122466511,Enriquez,Sue,208C00000X,null,null,null,null,Medina,OH,44256,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39795,PROV122829411,1216575811,122420011,Johnston,Della,208D00000X,null,null,null,null,Cleveland,OH,44103,null,1222121161,null,null,null,null,null,null,null,null,null,null,null
39798,PROV122829411,1216575811,122421911,Johnston,Della,208D00000X,null,null,null,null,Cleveland,OH,44103,1222129711|122421911|PROV123446511,1222129711,null,null,null,null,null,null,null,null,null,null,null
39801,PROV122829411,1216575811,122438811,Johnston,Della,208D00000X,null,null,null,null,Cleveland,OH,44103,null,1222205761,null,null,null,null,null,null,null,null,null,null,null
39805,PROV122829411,1216575811,122466511,Johnston,Della,208D00000X,null,null,null,null,Cleveland,OH,44103,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39815,PROV122829461,1216576261,122421911,Gallagher,Mark,208G00000X,null,null,null,null,Huntsburg,OH,44046,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39818,PROV122829461,1216576261,122439311,Gallagher,Mark,208G00000X,null,null,null,null,Huntsburg,OH,44046,null,1222208011,null,null,null,null,null,null,null,null,null,null,null
39823,PROV122829461,1216576261,122466511,Gallagher,Mark,208G00000X,null,null,null,null,Huntsburg,OH,44046,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39829,PROV122829511,1216576711,122420011,Mayo,Leona,208M00000X,null,null,null,null,Chardon,OH,44024,null,1222121161,null,null,null,null,null,null,null,null,null,null,null
39831,PROV122829511,1216576711,122421911,Mayo,Leona,208M00000X,null,null,null,null,Chardon,OH,44024,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39837,PROV122829511,1216576711,122439311,Mayo,Leona,208M00000X,null,null,null,null,Chardon,OH,44024,null,1222208011,null,null,null,null,null,null,null,null,null,null,null
39846,PROV122829511,1216576711,122466511,Mayo,Leona,208M00000X,null,null,null,null,Chardon,OH,44024,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39854,PROV122829611,1216577611,122420011,Davila,Preston,208VP0000X,null,null,null,null,Cleveland,OH,44143,null,1222121161,null,null,null,null,null,null,null,null,null,null,null
39856,PROV122829611,1216577611,122428411,Davila,Preston,208VP0000X,null,null,null,null,Cleveland,OH,44143,null,1222158961,null,null,null,null,null,null,null,null,null,null,null
39859,PROV122829611,1216577611,122466511,Davila,Preston,208VP0000X,null,null,null,null,Cleveland,OH,44143,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39864,PROV122829661,1216578061,122420011,Rodriguez,Byron,208VP0014X,null,null,null,null,Grand River,OH,44045,null,1222121161,null,null,null,null,null,null,null,null,null,null,null
39867,PROV122829661,1216578061,122428411,Rodriguez,Byron,208VP0014X,null,null,null,null,Grand River,OH,44045,null,1222158961,null,null,null,null,null,null,null,null,null,null,null
39871,PROV122829661,1216578061,122466511,Rodriguez,Byron,208VP0014X,null,null,null,null,Grand River,OH,44045,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39878,PROV122829811,1216579411,122420011,Hanna,Gage,213E00000X,null,null,null,null,Cleveland,OH,44115,null,1222121161,null,null,null,null,null,null,null,null,null,null,null
39879,PROV122829811,1216579411,122421911,Hanna,Gage,213E00000X,null,null,null,null,Cleveland,OH,44115,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39882,PROV122829811,1216579411,122428411,Hanna,Gage,213E00000X,null,null,null,null,Cleveland,OH,44115,null,1222158961,null,null,null,null,null,null,null,null,null,null,null
39889,PROV122829811,1216579411,122466511,Hanna,Gage,213E00000X,null,null,null,null,Cleveland,OH,44115,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39905,PROV122829961,1216580761,122466511,Mcguire,Cora,213EP1101X,null,null,null,null,Chardon,OH,44024,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39912,PROV122830111,1216582111,122421911,Wood,Margaret,213ES0103X,null,null,null,null,Broadview Heights,OH,44147,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39914,PROV122830111,1216582111,122428411,Wood,Margaret,213ES0103X,null,null,null,null,Broadview Heights,OH,44147,null,1222158961,null,null,null,null,null,null,null,null,null,null,null
39922,PROV122830111,1216582111,122466511,Wood,Margaret,213ES0103X,null,null,null,null,Broadview Heights,OH,44147,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39935,PROV122830161,1216582561,122466511,Esquivel,Gwendolyn,213ES0131X,null,null,null,null,Sheffield Lake,OH,44054,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39945,PROV122830861,1216588861,122421911,Phillips,Edmond,225100000X,null,null,null,null,Sheffield Lake,OH,44054,null,1222129711,null,null,null,null,null,null,null,null,null,null,null
39948,PROV122830861,1216588861,122428411,Phillips,Edmond,225100000X,null,null,null,null,Sheffield Lake,OH,44054,null,1222158961,null,null,null,null,null,null,null,null,null,null,null
39951,PROV122830861,1216588861,122439311,Phillips,Edmond,225100000X,null,null,null,null,Sheffield Lake,OH,44054,null,1222208011,null,null,null,null,null,null,null,null,null,null,null
39964,PROV122830861,1216588861,122466511,Phillips,Edmond,225100000X,null,null,null,null,Sheffield Lake,OH,44054,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39979,PROV122832111,1216600111,122428411,Wiley,Janelle,225X00000X,null,null,null,null,Cleveland,OH,44125,null,1222158961,null,null,null,null,null,null,null,null,null,null,null
39988,PROV122832111,1216600111,122466511,Wiley,Janelle,225X00000X,null,null,null,null,Cleveland,OH,44125,null,1222330411,null,null,null,null,null,null,null,null,null,null,null
39993,PROV122832361,1216602361,122428411,Valenzuela,Jewel,225XH1200X,null,null,null,null,Cleveland,OH,44105,null,1222158961,null,null,null,null,null,null,null,null,null,null,null
